customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,monthlycharges_per_tenure,has_internet_service,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4808-YNLEU,False,0.10704778280226633,-0.08680205392760396,-0.02995816799216993,0,1.7263888888888888,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1862-QRWPE,False,0.6364125111626608,-1.4660935640654862,-0.541451376878076,0,0.4214285714285714,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2796-NNUFI,False,0.5549717837226001,-1.4893587220678117,-0.5988064356499516,0,0.42446808510638295,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
3016-KSVCP,False,-0.13727439951791576,-1.0307027500219619,-0.5625345489824414,0,1.125,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4767-HZZHQ,False,-0.0965540357978854,0.574593152138513,0.12667545094026153,0,2.646774193548387,1,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,True,-1.2774445836787656,0.3303089931140931,-0.9751686534878785,0,37.35,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7233-PAHHL,False,1.369379058123207,0.6394032351449919,1.5148753934476924,0,1.2537313432835822,1,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
6067-NGCEU,False,1.3286586944031769,1.5384354122348645,2.1298196436750185,0,1.6825757575757576,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
9848-JQJTX,False,1.6137012404433893,1.2010906212011416,2.285261125127203,0,1.382191780821918,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
8637-XJIVR,False,-0.8295205827584317,0.47156173812821356,-0.5986960525499287,1,6.073076923076924,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9803-FTJCG,False,1.5729808767233588,0.06940686408801149,1.0885537845394213,0,0.9284722222222221,1,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0278-YXOOG,False,-1.1145631287986442,-1.4527991880641573,-0.9578826600242993,1,3.5083333333333333,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3212-KXOCR,False,0.7992939660427822,-1.4544609850643233,-0.5192864503934866,0,0.39622641509433965,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
4598-XLKNJ,True,-0.30015585439803716,1.1213243651931677,0.10208209625516948,1,3.7884615384615383,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6380-ARCEH,False,-1.2774445836787656,-1.481049737066981,-0.999232169292861,0,10.1,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3679-XASPY,False,-1.2774445836787656,-1.505976692069473,-0.9995633185929296,0,9.725,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
7123-WQUHX,False,0.22920887396235737,1.0049985751815391,0.5838380979949185,0,2.4358974358974357,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
5386-THSLQ,True,1.369379058123207,-0.6385186579827569,0.32847783440204537,0,0.6798507462686567,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3192-NQECA,False,1.4508197855632678,1.503537675231376,2.3527272758611724,1,1.5942028985507246,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6180-YBIQI,False,-1.1145631287986442,-1.3447823830533592,-0.9639095772855473,0,4.05,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,False,1.6137012404433893,1.3091074262119398,2.2163820707129416,0,1.4267123287671233,1,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
9750-BOOHV,False,-0.015113308357824713,-1.150352134033923,-0.5985635928299012,0,0.9136363636363636,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8597-CWYHH,False,0.43281069256250915,0.9833952141793793,0.72322987670378,0,2.1443181818181816,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
2848-YXSMW,False,1.6137012404433893,-1.5076384890696393,-0.4062320793500785,0,0.2657534246575342,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0486-HECZI,False,0.9214550572028734,1.0631614701873533,1.3049929670642355,1,1.7276785714285714,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4549-ZDQYY,False,0.7992939660427822,-0.22639300194155818,0.3351008204034167,0,1.0933962264150945,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5712-AHQNN,False,0.43281069256250915,0.893658176170409,0.7377121394267785,0,2.0829545454545455,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4846-WHAFZ,True,0.18848851024232702,0.39013368512007346,0.2582300295475004,1,2.013157894736842,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5256-SKJGO,False,1.2879383306831464,-0.33773340095268845,0.5034350479382708,0,0.84,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
3071-VBYPO,False,-1.1960038562387048,0.8338334841644282,-0.8984744755919987,0,22.4625,1,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9560-BBZXK,False,0.14776814652229667,-1.1204397880309327,-0.510831104931736,0,0.8391891891891892,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5299-RULOA,False,-0.9109613101984924,1.1794872601989819,-0.5380736540173766,1,9.113636363636363,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8402-OOOHJ,False,0.35136996512244845,-1.4660935640654862,-0.6394053398383577,0,0.49166666666666664,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
9445-ZUEQE,False,-0.21871512695797646,0.6792863631489789,-0.058150011738007094,0,3.042857142857143,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1091-SOZGA,False,0.9621754209229036,1.1645310871974868,1.427098752309518,0,1.750877192982456,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
2928-HLDBA,False,-1.0738427650786138,-1.46443176706532,-0.9583683456643999,0,2.957142857142857,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0404-SWRVG,False,-1.1960038562387048,0.32033821111309646,-0.9067973613337219,1,18.6,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6497-TILVL,False,-1.0331224013585834,-0.467353566965646,-0.8534602474026785,0,6.3375,1,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7219-TLZHO,False,-1.1552834925186746,-1.4594463760648215,-0.9803787358089572,0,4.17,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
4622-YNKIJ,False,0.025607055362205634,0.8039211381614382,0.328654447362082,0,2.6161764705882353,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
4412-YLTKF,True,-0.21871512695797646,0.44164939212522314,-0.06525868337947893,1,2.7875,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6734-PSBAW,False,1.6137012404433893,-1.3697093380558512,-0.24697134263710305,0,0.32260273972602743,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
3930-ZGWVE,False,-1.2774445836787656,-1.4960059100684764,-0.9994308588729021,0,9.875,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
